
===== spell_payoffs (49) =====
Black Waltz No. 3 | {2}{B}{R} | Legendary Creature — Wizard | incl=90.5(n=6318) | Flying, deathtouch Whenever you cast a noncreature spell, Black Waltz No. 3 deals 2 damage to each opponent.
Price of Freedom | {1}{R} | Sorcery — Lesson | incl=- | Destroy target artifact or land an opponent controls. Its controller may search their library for a basic land card, put it onto the battlefield tapped, then shuffle. Draw a card.
Rabid Attack | {1}{B} | Instant | incl=- | Until end of turn, any number of target creatures you control each get +1/+0 and gain "When this creature dies, draw a card."
Rile | {R} | Sorcery | incl=- | Rile deals 1 damage to target creature you control. That creature gains trample until end of turn. Draw a card.
Romantic Rendezvous | {1}{R} | Sorcery | incl=- | Discard a card, then draw two cards.
Skycrash | {1}{R} | Instant | incl=- | Destroy target artifact. Cycling {R} ({R}, Discard this card: Draw a card.)
Swiftspear's Teachings | {R} | Sorcery | incl=- | You get a one-time boon with "When you cast a creature spell, it gains your choice of prowess or haste." Draw a card.
Torch the Witness | {X}{R} | Sorcery | incl=- | Torch the Witness deals twice X damage to target creature. If excess damage was dealt to that creature this way, investigate. (Create a Clue token. It's an artifact with "{2}, Sacr
Toxin Analysis | {B} | Instant | incl=- | Target creature gains deathtouch and lifelink until end of turn. Investigate. (Create a Clue token. It's an artifact with "{2}, Sacrifice this token: Draw a card.")
Unearth | {B} | Sorcery | incl=- | Return target creature card with mana value 3 or less from your graveyard to the battlefield. Cycling {2} ({2}, Discard this card: Draw a card.)
Warlord's Fury | {R} | Sorcery | incl=- | Creatures you control gain first strike until end of turn. Draw a card.
Witch's Mark | {1}{R} | Sorcery | incl=- | You may discard a card. If you do, draw two cards. Create a Wicked Role token attached to up to one target creature you control. (If you control another Role on it, put that one in
You Are Already Dead | {B} | Instant | incl=- | Destroy target creature that was dealt damage this turn. Draw a card.

===== pingers (80) =====
Black Waltz No. 3 | {2}{B}{R} | Legendary Creature — Wizard | incl=90.5(n=6318) | Flying, deathtouch Whenever you cast a noncreature spell, Black Waltz No. 3 deals 2 damage to each opponent.
Black Mage's Rod | {1}{B} | Artifact — Equipment | incl=89.7(n=6261) | Job select (When this Equipment enters, create a 1/1 colorless Hero creature token, then attach this to it.) Equipped creature gets +1/+0, has "Whenever you cast a noncreature spel
Circle of Power | {3}{B} | Sorcery | incl=89.6(n=6257) | You draw two cards and you lose 2 life. Create a 0/1 black Wizard creature token with "Whenever you cast a noncreature spell, this token deals 1 damage to each opponent." Wizards y
Cornered by Black Mages | {1}{B}{B} | Sorcery | incl=86.7(n=6054) | Target opponent sacrifices a creature of their choice. Create a 0/1 black Wizard creature token with "Whenever you cast a noncreature spell, this token deals 1 damage to each oppon
Coruscation Mage | {1}{R} | Creature — Otter Wizard | incl=83.6(n=5840) | Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.) Whenever you cast a noncreature spell, th
Mysidian Elder | {2}{R} | Creature — Human Wizard | incl=74.7(n=5217) | When this creature enters, create a 0/1 black Wizard creature token with "Whenever you cast a noncreature spell, this token deals 1 damage to each opponent."
Queen Brahne | {2}{R} | Legendary Creature — Human Noble | incl=73.6(n=5141) | Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) Whenever Queen Brahne attacks, create a 0/1 black Wizard creature token with "Whenever 
Lightning Bolt | {R} | Instant | incl=68.1(n=4755) | Lightning Bolt deals 3 damage to any target.
Guttersnipe | {2}{R} | Creature — Goblin Shaman | incl=59.4(n=4151) | Whenever you cast an instant or sorcery spell, this creature deals 2 damage to each opponent.
Fiery Inscription | {2}{R} | Enchantment | incl=44.4(n=3103) | When this enchantment enters, the Ring tempts you. Whenever you cast an instant or sorcery spell, this enchantment deals 2 damage to each opponent.
Boltwave | {R} | Sorcery | incl=40.1(n=2798) | Boltwave deals 3 damage to each opponent.
Grab the Prize | {1}{R} | Sorcery | incl=31.5(n=2200) | As an additional cost to cast this spell, discard a card. Draw two cards. If the discarded card wasn't a land card, Grab the Prize deals 2 damage to each opponent.
Firebrand Archer | {1}{R} | Creature — Human Archer | incl=29.7(n=2071) | Whenever you cast a noncreature spell, this creature deals 1 damage to each opponent.
Grapeshot | {1}{R} | Sorcery | incl=21.4(n=1495) | Grapeshot deals 1 damage to any target. Storm (When you cast this spell, copy it for each spell cast before it this turn. You may choose new targets for the copies.)
Longshot, Rebel Bowman | {3}{R} | Legendary Creature — Human Rebel Ally | incl=17.6(n=1232) | Reach (This creature can block creatures with flying.) Noncreature spells you cast cost {1} less to cast. Whenever you cast a noncreature spell, Longshot deals 2 damage to each opp
Kessig Flamebreather | {1}{R} | Creature — Human Shaman | incl=17.1(n=1192) | Whenever you cast a noncreature spell, this creature deals 1 damage to each opponent.
Emeritus of Conflict // Lightning Bolt | {1}{R} // {R} | Creature — Human Wizard // Instant | incl=15.6(n=1090) | First strike Whenever you cast your third spell each turn, this creature becomes prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.) // Light
Electrostatic Field | {1}{R} | Creature — Wall | incl=14.2(n=991) | Defender Whenever you cast an instant or sorcery spell, this creature deals 1 damage to each opponent.
Shock | {R} | Instant | incl=14(n=981) | Shock deals 2 damage to any target.
Lightning Strike | {1}{R} | Instant | incl=9.1(n=637) | Lightning Strike deals 3 damage to any target.
Ashling, Flame Dancer | {2}{R}{R} | Legendary Creature — Elemental Shaman | incl=7.7(n=538) | You don't lose unspent red mana as steps and phases end. Magecraft — Whenever you cast or copy an instant or sorcery spell, discard a card, then draw a card. If this is the second 
Fiery Confluence | {2}{R}{R} | Sorcery | incl=7.7(n=536) | Choose three. You may choose the same mode more than once. • Fiery Confluence deals 1 damage to each creature. • Fiery Confluence deals 2 damage to each opponent. • Destroy target 
Burst Lightning | {R} | Instant | incl=6.6(n=462) | Kicker {4} (You may pay an additional {4} as you cast this spell.) Burst Lightning deals 2 damage to any target. If this spell was kicked, it deals 4 damage instead.
Angry Rabble | {1}{R} | Creature — Human Citizen | incl=- | Trample Whenever you cast a spell with mana value 4 or greater, this creature deals 1 damage to each opponent. {5}{R}: Put two +1/+1 counters on this creature. Activate only as a s
Boggart Cursecrafter | {B}{R} | Creature — Goblin Warlock | incl=- | Deathtouch Whenever another Goblin you control dies, this creature deals 1 damage to each opponent.
Boulder Dash | {1}{R} | Sorcery | incl=- | Boulder Dash deals 2 damage to any target and 1 damage to any other target.
Channeled Dragonfire | {R} | Sorcery | incl=- | Channeled Dragonfire deals 2 damage to any target. Harmonize {5}{R}{R} (You may cast this card from your graveyard for its harmonize cost. You may tap a creature you control to red
Cool but Rude | {1}{R} | Enchantment — Class | incl=- | (Gain the next level as a sorcery to add its ability.) Whenever you attack, you may discard a card. If you do, draw a card. {1}{R}: Level 2 Whenever you discard a card, this Class 
Devoted Duelist | {1}{R} | Creature — Goblin Monk | incl=- | Haste Flurry — Whenever you cast your second spell each turn, this creature deals 1 damage to each opponent.
Dragon's Approach | {2}{R} | Sorcery | incl=- | Dragon's Approach deals 3 damage to each opponent. You may exile Dragon's Approach and four cards named Dragon's Approach from your graveyard. If you do, search your library for a 
Dynamite Diver | {R} | Creature — Goblin Pilot | incl=- | This creature saddles Mounts and crews Vehicles as though its power were 2 greater. When this creature dies, it deals 1 damage to any target.
Enraged Flamecaster | {2}{R} | Creature — Elemental Sorcerer | incl=- | Reach Whenever you cast a spell with mana value 4 or greater, this creature deals 2 damage to each opponent.
Fanatical Firebrand | {R} | Creature — Goblin Pirate | incl=- | Haste (This creature can attack and {T} as soon as it comes under your control.) {T}, Sacrifice this creature: It deals 1 damage to any target.
Fear of Lost Teeth | {B} | Enchantment Creature — Nightmare | incl=- | When this creature dies, it deals 1 damage to any target and you gain 1 life.
General Kreat, the Boltbringer | {2}{R} | Legendary Creature — Goblin Soldier | incl=- | Whenever one or more Goblins you control attack, create a 1/1 red Goblin creature token that's tapped and attacking. Whenever another creature you control enters, General Kreat dea
Goblin Bombardment | {1}{R} | Enchantment | incl=- | Sacrifice a creature: This enchantment deals 1 damage to any target.
Goblin Grenade | {R} | Sorcery | incl=- | As an additional cost to cast this spell, sacrifice a Goblin. Goblin Grenade deals 5 damage to any target.
Goblin Sharpshooter | {2}{R} | Creature — Goblin | incl=- | This creature doesn't untap during your untap step. Whenever a creature dies, untap this creature. {T}: This creature deals 1 damage to any target.
Hawkeye's Bow | {R} | Artifact — Equipment | incl=- | Equipped creature gets +1/+0 and has reach. Whenever equipped creature becomes tapped, it deals 1 damage to each opponent. Equip {1} ({1}: Attach to target creature you control. Eq
Hawkeye, Master Marksman | {1}{R} | Legendary Creature — Human Archer Hero | incl=- | Reach, first strike Trick Arrows — Whenever Hawkeye becomes tapped, you may pay {1} up to three times. When you do, choose up to that many — • Net — Target creature can't block thi
Idol of the Deep King // Sovereign's Macuahuitl | {2}{R} | Artifact // Artifact — Equipment | incl=- | Flash When this artifact enters, it deals 2 damage to any target. Craft with artifact {2}{R} ({2}{R}, Exile this artifact, Exile another artifact you control or an artifact card fr
Impact Tremors | {1}{R} | Enchantment | incl=- | Whenever a creature you control enters, this enchantment deals 1 damage to each opponent.
Kuja, Genome Sorcerer // Trance Kuja, Fate Defied | {2}{B}{R} | Legendary Creature — Human Mutant Wizard // Legendary Creature — Avatar Wizard | incl=- | At the beginning of your end step, create a tapped 0/1 black Wizard creature token with "Whenever you cast a noncreature spell, this token deals 1 damage to each opponent." Then if
Kumano Faces Kakkazan // Etching of Kumano | {R} | Enchantment — Saga // Enchantment Creature — Human Shaman | incl=- | (As this Saga enters and after your draw step, add a lore counter.) I — This Saga deals 1 damage to each opponent and each planeswalker they control. II — When you next cast a crea
Lasting Tarfire | {1}{R} | Enchantment | incl=- | At the beginning of each end step, if you put a counter on a creature this turn, this enchantment deals 2 damage to each opponent.
Magmakin Artillerist | {2}{R} | Creature — Elemental Pirate | incl=- | Whenever you discard one or more cards, this creature deals that much damage to each opponent. Cycling {1}{R} ({1}{R}, Discard this card: Draw a card.) When you cycle this card, it
Mayhem Devil | {1}{B}{R} | Creature — Devil | incl=- | Whenever a player sacrifices a permanent, this creature deals 1 damage to any target.
Melt Through | {R} | Instant | incl=- | Melt Through deals 2 damage to any target. If it's a creature, it perpetually gains "As long as this creature is on the battlefield, damage isn't removed from it during cleanup ste
Merciless Enforcers | {1}{B} | Creature — Human Mercenary Villain | incl=- | Lifelink {3}{B}: This creature deals 1 damage to each opponent.
Oni-Cult Anvil | {B}{R} | Artifact | incl=- | Whenever one or more artifacts you control leave the battlefield during your turn, create a 1/1 colorless Construct artifact creature token. This ability triggers only once each tu
Ozai's Cruelty | {2}{B} | Sorcery — Lesson | incl=- | Ozai's Cruelty deals 2 damage to target player. That player discards two cards.
Perilous Myr | {2} | Artifact Creature — Phyrexian Myr | incl=- | When this creature dies, it deals 2 damage to any target.
Plasma Bolt | {R} | Sorcery | incl=- | Plasma Bolt deals 2 damage to any target. Void — Plasma Bolt deals 3 damage instead if a nonland permanent left the battlefield this turn or a spell was warped this turn.
Play with Fire | {R} | Instant | incl=- | Play with Fire deals 2 damage to any target. If a player is dealt damage this way, scry 1. (Look at the top card of your library. You may put that card on the bottom.)
Purphoros, God of the Forge | {3}{R} | Legendary Enchantment Creature — God | incl=- | Indestructible As long as your devotion to red is less than five, Purphoros isn't a creature. Whenever another creature you control enters, Purphoros deals 2 damage to each opponen
Rubble Rouser | {2}{R} | Creature — Dwarf Sorcerer | incl=- | When this creature enters, you may discard a card. If you do, draw a card. {T}, Exile a card from your graveyard: Add {R}. When you do, this creature deals 1 damage to each opponen
Ruinous Rampage | {1}{R}{R} | Sorcery | incl=- | Choose one — • Ruinous Rampage deals 3 damage to each opponent. • Exile all artifacts with mana value 3 or less.
Sabotender | {1}{R} | Creature — Plant | incl=- | Reach Landfall — Whenever a land you control enters, this creature deals 1 damage to each opponent.
Shadow of the Goblin | {1}{R} | Enchantment | incl=- | Unreliable Visions — At the beginning of your first main phase, discard a card. If you do, draw a card. Undying Vengeance — Whenever you play a land or cast a spell from anywhere o
Skeleton Archer | {3}{B} | Creature — Skeleton Archer | incl=- | When this creature enters, it deals 1 damage to any target.
Sorcerer's Wand | {1} | Artifact — Equipment | incl=- | Equipped creature has "{T}: This creature deals 1 damage to target player or planeswalker. If this creature is a Wizard, it deals 2 damage instead." Equip {3}
Spicy Oatmeal Pizza | {2}{R} | Artifact — Food | incl=- | When this artifact enters, it deals 4 damage to any target and 3 damage to you. {2}, {T}, Sacrifice this artifact: You gain 3 life.
Spitfire Lagac | {3}{R} | Creature — Lizard | incl=- | Landfall — Whenever a land you control enters, this creature deals 1 damage to each opponent.
Start from Scratch | {2}{R} | Sorcery — Lesson | incl=- | Choose one — • Start from Scratch deals 1 damage to any target. • Destroy target artifact.
Steampath Charger | {1}{R} | Creature — Lizard Warlock | incl=- | Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.) When this creature dies, it deals 1 damag
Sting-Slinger | {2}{R} | Creature — Goblin Warrior | incl=- | {1}{R}, {T}, Blight 1: This creature deals 2 damage to each opponent. (To blight 1, put a -1/-1 counter on a creature you control.)
Sunfire Torch | {R} | Artifact — Equipment | incl=- | Equipped creature gets +1/+0 and has "Whenever this creature attacks, you may sacrifice Sunfire Torch. When you do, this creature deals 2 damage to any target." Equip {1} ({1}: Att
Sunshot Militia | {1}{R} | Creature — Human Soldier | incl=- | Tap two untapped artifacts and/or creatures you control: This creature deals 1 damage to each opponent. Activate only as a sorcery.
Tectonic Hazard | {R} | Sorcery | incl=- | Tectonic Hazard deals 1 damage to each opponent and each creature they control.
Thunderdrum Soloist | {1}{R} | Creature — Dwarf Bard | incl=- | Reach Opus — Whenever you cast an instant or sorcery spell, this creature deals 1 damage to each opponent. If five or more mana was spent to cast that spell, this creature deals 3 
Tome Blast | {1}{R} | Sorcery | incl=- | Tome Blast deals 2 damage to any target. Flashback {4}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Tweeze | {2}{R} | Instant | incl=- | Tweeze deals 3 damage to any target. You may discard a card. If you do, draw a card.
Twinshot Sniper | {3}{R} | Artifact Creature — Goblin Archer | incl=- | Reach When this creature enters, it deals 2 damage to any target. Channel — {1}{R}, Discard this card: It deals 2 damage to any target.
Vindictive Warden | {2}{B/R} | Creature — Human Soldier | incl=- | Menace (This creature can't be blocked except by two or more creatures.) Firebending 1 (Whenever this creature attacks, add {R}. This mana lasts until end of combat.) {3}: This cre
Weapons Manufacturing | {1}{R} | Enchantment | incl=- | Whenever a nontoken artifact you control enters, create a colorless artifact token named Munitions with "When this token leaves the battlefield, it deals 2 damage to any target."
Weather Maker | {3} | Artifact | incl=- | Landfall — Whenever a land you control enters, put a charge counter on this artifact. {T}: Add one mana of any color. {T}, Remove two charge counters from this artifact: Add {C}{C}
Weftstalker Ardent | {2}{R} | Creature — Drix Artificer | incl=- | Whenever another creature or artifact you control enters, this creature deals 1 damage to each opponent. Warp {R} (You may cast this card from your hand for its warp cost. Exile th
Wildfire Howl | {1}{R}{R} | Sorcery | incl=- | Gift a card (You may promise an opponent a gift as you cast this spell. If you do, they draw a card before its other effects.) Wildfire Howl deals 2 damage to each creature. If the
Witty Roastmaster | {2}{R} | Creature — Devil Citizen | incl=- | Alliance — Whenever another creature you control enters, this creature deals 1 damage to each opponent.
Zariel, Archduke of Avernus | {2}{R}{R} | Legendary Planeswalker — Zariel | incl=- | +1: Creatures you control get +1/+0 and gain haste until end of turn. 0: Create a 1/1 red Devil creature token with "When this token dies, it deals 1 damage to any target." −6: You

===== damage_doublers (9) =====
Artist's Talent | {1}{R} | Enchantment — Class | incl=45.7(n=3191) | (Gain the next level as a sorcery to add its ability.) Whenever you cast a noncreature spell, you may discard a card. If you do, draw a card. {2}{R}: Level 2 Noncreature spells you
Fated Firepower | {X}{R}{R}{R} | Enchantment | incl=11(n=765) | Flash This enchantment enters with X fire counters on it. If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals that much damage pl
Twinflame Tyrant | {3}{R}{R} | Creature — Dragon | incl=6.1(n=429) | Flying If a source you control would deal damage to an opponent or a permanent an opponent controls, it deals double that damage instead.
Cut Propulsion | {2}{R} | Instant | incl=- | Target creature deals damage to itself equal to its power. If that creature has flying, it deals twice that much damage to itself instead.
Goblin Goliath | {4}{R}{R} | Creature — Goblin Mutant | incl=- | When this creature enters, create a number of 1/1 red Goblin creature tokens equal to the number of opponents you have. {3}{R}, {T}: If a source you control would deal damage to an
Kuja, Genome Sorcerer // Trance Kuja, Fate Defied | {2}{B}{R} | Legendary Creature — Human Mutant Wizard // Legendary Creature — Avatar Wizard | incl=- | At the beginning of your end step, create a tapped 0/1 black Wizard creature token with "Whenever you cast a noncreature spell, this token deals 1 damage to each opponent." Then if
Stonesplitter Bolt | {X}{R} | Instant | incl=- | Bargain (You may sacrifice an artifact, enchantment, or token as you cast this spell.) Stonesplitter Bolt deals X damage to target creature or planeswalker. If this spell was barga
Torch the Witness | {X}{R} | Sorcery | incl=- | Torch the Witness deals twice X damage to target creature. If excess damage was dealt to that creature this way, investigate. (Create a Clue token. It's an artifact with "{2}, Sacr
Valley Flamecaller | {2}{R} | Creature — Lizard Warlock | incl=- | If a Lizard, Mouse, Otter, or Raccoon you control would deal damage to a permanent or player, it deals that much damage plus 1 instead.

===== cost_reducers (11) =====
Artist's Talent | {1}{R} | Enchantment — Class | incl=45.7(n=3191) | (Gain the next level as a sorcery to add its ability.) Whenever you cast a noncreature spell, you may discard a card. If you do, draw a card. {2}{R}: Level 2 Noncreature spells you
Longshot, Rebel Bowman | {3}{R} | Legendary Creature — Human Rebel Ally | incl=17.6(n=1232) | Reach (This creature can block creatures with flying.) Noncreature spells you cast cost {1} less to cast. Whenever you cast a noncreature spell, Longshot deals 2 damage to each opp
The Darkness Crystal | {2}{B}{B} | Legendary Artifact | incl=11.5(n=800) | Black spells you cast cost {1} less to cast. If a nontoken creature an opponent controls would die, instead exile it and you gain 2 life. {4}{B}{B}, {T}: Put target creature card e
Baron Strucker, HYDRA Overlord | {2}{B} | Legendary Creature — Human Villain | incl=- | Villain spells you cast cost {1} less to cast. Whenever another Villain you control enters, you may have it connive. Do this only once each turn. (Draw a card, then discard a card.
Bladegraft Aspirant | {2}{R} | Creature — Phyrexian Warrior | incl=- | Menace Equipment spells you cast cost {1} less to cast. Activated abilities of Equipment you control that target this creature cost {1} less to activate.
Emerald Medallion | {2} | Artifact | incl=- | Green spells you cast cost {1} less to cast.
Gathering Stone | {4} | Artifact | incl=- | As this artifact enters, choose a creature type. Spells you cast of the chosen type cost {1} less to cast. When this artifact enters and at the beginning of your upkeep, look at th
Goblin Warchief | {1}{R}{R} | Creature — Goblin Warrior | incl=- | Goblin spells you cast cost {1} less to cast. Goblins you control have haste.
Racers' Scoreboard | {4} | Artifact | incl=- | Start your engines! (If you have no speed, it starts at 1. It increases once on each of your turns when an opponent loses life. Max speed is 4.) When this artifact enters, draw two
The Sibsig Ceremony | {B}{B}{B} | Legendary Enchantment | incl=- | Creature spells you cast cost {2} less to cast. Whenever a creature you control enters, if you cast it, destroy that creature, then create a 2/2 black Zombie Druid creature token.
Tombstone, Career Criminal | {2}{B} | Legendary Creature — Human Villain | incl=- | When Tombstone enters, return target Villain card from your graveyard to your hand. Villain spells you cast cost {1} less to cast.

===== magecraft (2) =====
Storm-Kiln Artist | {3}{R} | Creature — Dwarf Shaman | incl=61.9(n=4325) | This creature gets +1/+0 for each artifact you control. Magecraft — Whenever you cast or copy an instant or sorcery spell, create a Treasure token.
Ashling, Flame Dancer | {2}{R}{R} | Legendary Creature — Elemental Shaman | incl=7.7(n=538) | You don't lose unspent red mana as steps and phases end. Magecraft — Whenever you cast or copy an instant or sorcery spell, discard a card, then draw a card. If this is the second 

===== rocks (15) =====
Talisman of Indulgence | {2} | Artifact | incl=63.1(n=4409) | {T}: Add {C}. {T}: Add {B} or {R}. This artifact deals 1 damage to you.
Mind Stone | {2} | Artifact | incl=30.8(n=2154) | {T}: Add {C}. {1}, {T}, Sacrifice this artifact: Draw a card.
Tablet of Discovery | {2}{R} | Artifact | incl=15.5(n=1079) | When this artifact enters, mill a card. You may play that card this turn. (To mill a card, put the top card of your library into your graveyard.) {T}: Add {R}. {T}: Add {R}{R}. Spe
Ashnod's Altar | {3} | Artifact | incl=- | Sacrifice a creature: Add {C}{C}.
Guardian Idol | {2} | Artifact | incl=- | This artifact enters tapped. {T}: Add {C}. {2}: This artifact becomes a 2/2 Golem artifact creature until end of turn.
Page, Loose Leaf | {2} | Legendary Artifact Creature — Construct | incl=- | {T}: Add {C}. Grandeur — Discard another card named Page, Loose Leaf: Reveal cards from the top of your library until you reveal an instant or sorcery card. Put that card into your
Palladium Myr | {3} | Artifact Creature — Myr | incl=- | {T}: Add {C}{C}.
Pit Automaton | {2} | Artifact Creature — Construct | incl=- | Defender {T}: Add {C}{C}. Spend this mana only to activate abilities. {2}, {T}: When you next activate an exhaust ability that isn't a mana ability this turn, copy it. You may choo
Powerstone Shard | {3} | Artifact | incl=- | {T}: Add {C} for each artifact you control named Powerstone Shard.
Pristine Talisman | {3} | Artifact | incl=- | {T}: Add {C}. You gain 1 life.
Rakdos Locket | {3} | Artifact | incl=- | {T}: Add {B} or {R}. {B/R}{B/R}{B/R}{B/R}, {T}, Sacrifice this artifact: Draw two cards.
Strixhaven Stadium | {3} | Artifact | incl=- | {T}: Add {C}. Put a point counter on this artifact. Whenever a creature deals combat damage to you, remove a point counter from this artifact. Whenever a creature you control deals
The Soul Stone | {1}{B} | Legendary Artifact — Infinity Stone | incl=- | Indestructible {T}: Add {B}. {6}{B}, {T}, Exile a creature you control: Harness The Soul Stone. (Once harnessed, its ∞ ability is active.) ∞ — At the beginning of your upkeep, retu
Weather Maker | {3} | Artifact | incl=- | Landfall — Whenever a land you control enters, put a charge counter on this artifact. {T}: Add one mana of any color. {T}, Remove two charge counters from this artifact: Add {C}{C}
Zookeeper Mechan | {1}{R} | Artifact Creature — Robot | incl=- | {T}: Add {R}. {6}{R}: Target creature you control gets +4/+0 until end of turn. Activate only as a sorcery.

===== wizards (22) =====
Black Waltz No. 3 | {2}{B}{R} | Legendary Creature — Wizard | incl=90.5(n=6318) | Flying, deathtouch Whenever you cast a noncreature spell, Black Waltz No. 3 deals 2 damage to each opponent.
Coruscation Mage | {1}{R} | Creature — Otter Wizard | incl=83.6(n=5840) | Offspring {2} (You may pay an additional {2} as you cast this spell. If you do, when this creature enters, create a 1/1 token copy of it.) Whenever you cast a noncreature spell, th
Harmonic Prodigy | {1}{R} | Creature — Human Wizard | incl=79.1(n=5526) | Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) If a triggered ability of a Shaman or another Wizard you control triggers, that ability
Mysidian Elder | {2}{R} | Creature — Human Wizard | incl=74.7(n=5217) | When this creature enters, create a 0/1 black Wizard creature token with "Whenever you cast a noncreature spell, this token deals 1 damage to each opponent."
Dualcaster Mage | {1}{R}{R} | Creature — Human Wizard | incl=25.3(n=1770) | Flash When this creature enters, copy target instant or sorcery spell. You may choose new targets for the copy.
Electrostatic Infantry | {1}{R} | Creature — Dwarf Wizard | incl=22.3(n=1554) | Trample Whenever you cast an instant or sorcery spell, put a +1/+1 counter on this creature.
Emeritus of Conflict // Lightning Bolt | {1}{R} // {R} | Creature — Human Wizard // Instant | incl=15.6(n=1090) | First strike Whenever you cast your third spell each turn, this creature becomes prepared. (While it's prepared, you may cast a copy of its spell. Doing so unprepares it.) // Light
Summon: Esper Ramuh | {2}{R}{R} | Enchantment Creature — Saga Wizard | incl=14.7(n=1026) | (As this Saga enters and after your draw step, add a lore counter. Sacrifice after III.) I — Judgment Bolt — This creature deals damage equal to the number of noncreature, nonland 
Slickshot Show-Off | {1}{R} | Creature — Bird Wizard | incl=8.2(n=575) | Flying, haste Whenever you cast a noncreature spell, this creature gets +2/+0 until end of turn. Plot {1}{R} (You may pay {1}{R} and exile this card from your hand. Cast it as a so
Harnesser of Storms | {2}{R} | Creature — Otter Wizard | incl=7.4(n=514) | Whenever you cast a noncreature or Otter spell, you may exile the top card of your library. Until end of turn, you may play that card. This ability triggers only once each turn.
Goliath Daydreamer | {2}{R}{R} | Creature — Giant Wizard | incl=7.3(n=513) | Whenever you cast an instant or sorcery spell from your hand, exile that card with a dream counter on it instead of putting it into your graveyard as it resolves. Whenever this cre
Tersa Lightshatter | {2}{R} | Legendary Creature — Orc Wizard | incl=4.7(n=328) | Haste When Tersa Lightshatter enters, discard up to two cards, then draw that many cards. Whenever Tersa Lightshatter attacks, if there are seven or more cards in your graveyard, e
Heartfire Immolator | {1}{R} | Creature — Human Wizard | incl=4.4(n=305) | Prowess (Whenever you cast a noncreature spell, this creature gets +1/+1 until end of turn.) {R}, Sacrifice this creature: It deals damage equal to its power to target creature or 
Axiom Engraver | {1}{R} | Creature — Phyrexian Wizard | incl=- | This creature enters with two oil counters on it. {T}, Remove an oil counter from this creature, Discard a card: Draw a card.
Crackling Cyclops | {2}{R} | Creature — Cyclops Wizard | incl=- | Whenever you cast a noncreature spell, this creature gets +3/+0 until end of turn.
Faller's Faithful | {2}{B} | Creature — Human Wizard | incl=- | When this creature enters, destroy up to one other target creature. If that creature wasn't dealt damage this turn, its controller draws two cards.
Ghitu Lavarunner | {R} | Creature — Human Wizard | incl=- | As long as there are two or more instant and/or sorcery cards in your graveyard, this creature gets +1/+0 and has haste. (It can attack and {T} as soon as it comes under your contr
Grim Haruspex | {2}{B} | Creature — Human Wizard | incl=- | Morph {B} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.) Whenever another nontoken creature you control dies, draw a car
Kuja, Genome Sorcerer // Trance Kuja, Fate Defied | {2}{B}{R} | Legendary Creature — Human Mutant Wizard // Legendary Creature — Avatar Wizard | incl=- | At the beginning of your end step, create a tapped 0/1 black Wizard creature token with "Whenever you cast a noncreature spell, this token deals 1 damage to each opponent." Then if
Savanti Romero, Time's Exile | {3}{B}{B} | Legendary Creature — Demon Wizard | incl=- | Trample At the beginning of combat on your turn, put a +1/+1 counter on Savanti Romero. Then you draw X cards and lose X life, where X is the number of counters on Savanti Romero.
Unsparing Boltcaster | {2}{R} | Creature — Ogre Wizard | incl=- | When this creature enters, it deals 5 damage to target creature an opponent controls that was dealt damage this turn.
Warren Soultrader | {2}{B} | Creature — Zombie Goblin Wizard | incl=- | Pay 1 life, Sacrifice another creature: Create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one mana of any color.")

===== draw (50) =====
Circle of Power | {3}{B} | Sorcery | incl=89.6(n=6257) | You draw two cards and you lose 2 life. Create a 0/1 black Wizard creature token with "Whenever you cast a noncreature spell, this token deals 1 damage to each opponent." Wizards y
Night's Whisper | {1}{B} | Sorcery | incl=66.5(n=4645) | You draw two cards and lose 2 life.
Faithless Looting | {R} | Sorcery | incl=62.3(n=4350) | Draw two cards, then discard two cards. Flashback {2}{R} (You may cast this card from your graveyard for its flashback cost. Then exile it.)
Big Score | {3}{R} | Instant | incl=54.4(n=3800) | As an additional cost to cast this spell, discard a card. Draw two cards and create two Treasure tokens. (They're artifacts with "{T}, Sacrifice this token: Add one mana of any col
Thrill of Possibility | {1}{R} | Instant | incl=53.1(n=3705) | As an additional cost to cast this spell, discard a card. Draw two cards.
Deadly Dispute | {1}{B} | Instant | incl=43(n=3003) | As an additional cost to cast this spell, sacrifice an artifact or creature. Draw two cards and create a Treasure token. (It's an artifact with "{T}, Sacrifice this token: Add one 
Demand Answers | {1}{R} | Instant | incl=40.4(n=2821) | As an additional cost to cast this spell, sacrifice an artifact or discard a card. Draw two cards.
